unique_registration_roll_number,student_id,certificate_serial_number,institute_type,institute_name,institute_website,accreditation_statement,credential_category,credential_title,issuance_date,convocation_date,year,marks_percent,marks_removed_flag,num_subjects,signed_hash_present,ocr_vs_meta_name_match,ocr_vs_meta_institute_match,ela_score,image_complexity_kb,label,tamper_type,image_file,meta_file,logo_file
ROLL8919681,STU163101,22250859BE124C0C,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,02-06-2017,02-06-2018,2022,68.97,0,11,0,85,87,17.16,359.41,genuine,,images/ROLL8919681.jpg,metadata/ROLL8919681.json,logos/NIT_Durgapur_logo.png
ROLL4360991,STU568331,7DA9858272954BA6,NIT,NIT Trichy,https://www.nittrichy.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,24-01-2025,24-01-2025,2010,75.13,0,3,0,87,84,23.19958859,436.2153315,tampered,marks_changed,images/ROLL4360991.jpg,metadata/ROLL4360991.json,logos/NIT_Trichy_logo.png
ROLL6387524,STU116959,A1F43FEB52614A59,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,Recognized by Ministry of Education,Degree,B.Tech Electronics,12-10-2016,12-10-2017,2013,46.66,0,12,1,85,90,6.08,107.63,genuine,,images/ROLL6387524.jpg,metadata/ROLL6387524.json,logos/IIT_Gandhinagar_logo.png
ROLL3410663,STU666221,A44EA144F1794C0F,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,17-02-2013,17-02-2013,2024,80.19,0,11,1,81,90,16.04,368.06,genuine,,images/ROLL3410663.jpg,metadata/ROLL3410663.json,logos/IIIT_Hyderabad_logo.png
ROLL1074684,STU277340,CA5B8101A3C84F60,IIT,IIT Kanpur,https://www.iitkanpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,11-05-2012,11-05-2012,2022,71.05,0,10,1,88,85,7.54,829.11,genuine,,images/ROLL1074684.jpg,metadata/ROLL1074684.json,logos/IIT_Kanpur_logo.png
ROLL7791307,STU107271,358AA9FAD12B4377,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Accredited by AICTE,Diploma,Diploma in Civil Engineering,24-08-2021,24-08-2021,2015,63.61,0,10,0,90,86,17.1,755.31,genuine,,images/ROLL7791307.jpg,metadata/ROLL7791307.json,logos/BITS_Pilani_logo.png
ROLL1344007,STU152131,4FED085C51064997,IIT,IIT Guwahati,https://www.iitg.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,27-11-2013,27-11-2013,2011,53.65,0,9,1,83,96,8.82,175.89,genuine,,images/ROLL1344007.jpg,metadata/ROLL1344007.json,logos/IIT_Guwahati_logo.png
ROLL9243464,STU288582,AE21E9450BB34246,IIT,IIT Guwahati,https://www.iitg.ac.in/,Institutes of National Importance (Act of Parliament),Diploma,Diploma in Civil Engineering,02-04-2021,29-09-2021,2013,66.58,0,12,1,88,90,17.25,336.61,genuine,,images/ROLL9243464.jpg,metadata/ROLL9243464.json,logos/IIT_Guwahati_logo.png
ROLL8736091,STU870212,DBBBD7BD9960478F,IIIT,IIIT Kota,https://www.iiitkota.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,06-02-2025,08-03-2025,2019,,1,,1,95,94,14.83,401.92,genuine,,images/ROLL8736091.jpg,metadata/ROLL8736091.json,logos/IIIT_Kota_logo.png
ROLL7612706,STU862684,136630B15BA348EA,IIT,IIT Guwahati,https://www.iitg.ac.in/,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,10-12-2017,09-01-2018,2022,69,0,5,0,97,82,3.4,275.41,genuine,,images/ROLL7612706.jpg,metadata/ROLL7612706.json,logos/IIT_Guwahati_logo.png
ROLL4289501,STU985701,D66E12A4CF884BDA,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,Institutes of National Importance (Act of Parliament),Degree,MBA,18-10-2010,18-10-2011,2017,100,0,11,1,97,83,11.42,374.59,genuine,,images/ROLL4289501.jpg,metadata/ROLL4289501.json,logos/NIT_Surathkal_logo.png
ROLL4607628,STU980630,4C4489D91CE24BA5,IIIT,IIITDM Jabalpur,https://www.iiitdmjabalpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,12-07-2024,12-07-2025,2018,71.55,0,10,1,92,93,18.13,209.15,genuine,,images/ROLL4607628.jpg,metadata/ROLL4607628.json,logos/IIITDM_Jabalpur_logo.png
ROLL7036314,STU323217,8F6C77555217449C,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,13-03-2012,13-03-2014,2011,77.27,0,3,1,97,84,15.53,553.89,genuine,,images/ROLL7036314.jpg,metadata/ROLL7036314.json,logos/IIT_Palakkad_logo.png
ROLL9636475,STU834564,99C1E2EC50F14AAF,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,17-10-2021,17-10-2021,2018,93.5,0,6,0,95,84,7.23,550.88,genuine,,images/ROLL9636475.jpg,metadata/ROLL9636475.json,logos/IIIT_Hyderabad_logo.png
ROLL8195038,STU297669,7439422C23B5498B,NIT,NIT Trichy,https://www.nittrichy.edu.in,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,28-01-2021,28-01-2022,2013,74.88,0,11,0,94,87,2.66,576.02,genuine,,images/ROLL8195038.jpg,metadata/ROLL8195038.json,logos/NIT_Trichy_logo.png
ROLL9936450,STU875461,14A81B77EC9A4F5B,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,24-08-2011,23-09-2011,2022,,1,,0,90,91,5.74,458.97,genuine,,images/ROLL9936450.jpg,metadata/ROLL9936450.json,logos/IIIT_Hyderabad_logo.png
ROLL3764490,STU124544,C32D18584D1A488E,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,25-06-2014,24-06-2016,2010,,1,,1,87,80,9.85,540.78,genuine,,images/ROLL3764490.jpg,metadata/ROLL3764490.json,logos/IIIT_Guwahati_logo.png
ROLL5514035,STU961723,638688EAE7E5493E,IIT,IIT Roorkee,https://www.iitr.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,13-12-2016,13-12-2017,2022,85.52,0,6,1,90,85,13.96,737.66,tampered,serial_reused,images/ROLL5514035.jpg,metadata/ROLL5514035.json,logos/IIT_Roorkee_logo.png
ROLL4947165,STU372466,7C817FCF41754626,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,28-09-2020,27-03-2021,2025,,1,,0,91,90,35.21970663,559.71,tampered,marks_removed,images/ROLL4947165.jpg,metadata/ROLL4947165.json,logos/IIIT_Guwahati_logo.png
ROLL3012283,STU426085,CAC209D35AA541B2,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,17-02-2024,17-02-2024,2024,,1,,0,83,82,11.01,133.31,genuine,,images/ROLL3012283.jpg,metadata/ROLL3012283.json,logos/IIT_Palakkad_logo.png
ROLL2659492,STU632652,24E08A22C1204E62,PRIVATE,IIIT Bangalore (Private),https://www.iiitbangalore(private).edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,09-01-2019,08-01-2021,2016,,1,,1,85,91,10.96,287.93,genuine,,images/ROLL2659492.jpg,metadata/ROLL2659492.json,logos/IIIT_Bangalore_(Private)_logo.png
ROLL6149717,STU409581,06B98660D8714109,IIT,IIT Kanpur,https://www.iitkanpur.edu.in,Institutes of National Importance (Act of Parliament),Diploma,Diploma in Civil Engineering,23-08-2014,19-02-2015,2017,63.38,0,8,1,59,63,24.90512585,632.26,tampered,metadata_mismatch,images/ROLL6149717.jpg,metadata/ROLL6149717.json,logos/IIT_Kanpur_logo.png
ROLL1066193,STU571256,3738F4EFDB6048D9,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Accredited by ABET,Certificate,Online Course: Deep Learning Specialization,08-02-2024,08-02-2024,2014,88.36,0,6,0,81,85,19.26,565.54,genuine,,images/ROLL1066193.jpg,metadata/ROLL1066193.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL5824576,STU944582,158133667949496B,NIT,NIT Calicut,https://www.nitcalicut.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,22-01-2012,21-01-2013,2010,43.23,0,12,1,81,85,40.74672867,437.7510707,tampered,marks_changed,images/ROLL5824576.jpg,metadata/ROLL5824576.json,logos/NIT_Calicut_logo.png
ROLL9892011,STU742424,1CC65C840C4B4E6F,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,28-08-2021,28-08-2021,2015,68.55,0,12,1,92,93,11.07,288.98,genuine,,images/ROLL9892011.jpg,metadata/ROLL9892011.json,logos/IIT_Gandhinagar_logo.png
ROLL9657823,STU697090,F287D83494C94BB9,NIT,NIT Silchar,https://www.nitsilchar.edu.in,Recognized by Ministry of Education,Degree,MBA,07-10-2012,07-10-2012,2025,73.24,0,12,0,94,83,17.86,503.26,genuine,,images/ROLL9657823.jpg,metadata/ROLL9657823.json,logos/NIT_Silchar_logo.png
ROLL1421951,STU332762,8119A8D35CF34E3F,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Computer Science,11-12-2016,09-06-2017,2015,58.64,0,12,1,80,94,14.81,747.23,genuine,,images/ROLL1421951.jpg,metadata/ROLL1421951.json,logos/IIIT_Guwahati_logo.png
ROLL3644278,STU885467,BC8FD05C85FE4C34,GFTI,BIT Mesra,https://www.bitmesra.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,19-12-2014,19-12-2014,2012,68.75,0,12,1,91,86,17.33,712.8,genuine,,images/ROLL3644278.jpg,metadata/ROLL3644278.json,logos/BIT_Mesra_logo.png
ROLL1735643,STU778015,7B56FBE7E8F04D5B,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,21-08-2017,21-08-2019,2010,,1,,1,82,95,3.68,665.42,genuine,,images/ROLL1735643.jpg,metadata/ROLL1735643.json,logos/NIT_Allahabad_logo.png
ROLL8856014,STU250941,EDC794E418DA4BDD,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,31-03-2019,30-03-2020,2012,,1,,1,85,94,15.08,577.39,genuine,,images/ROLL8856014.jpg,metadata/ROLL8856014.json,logos/NIT_Kurukshetra_logo.png
ROLL4818227,STU887006,8CC1D37BD8674DEA,IIT,IIT Bombay,https://www.iitbombay.edu.in,Recognized by Ministry of Education,Degree,M.Tech Computer Science,16-03-2024,12-09-2024,2025,85.03,0,8,1,94,80,10.84,671.39,genuine,,images/ROLL4818227.jpg,metadata/ROLL4818227.json,logos/IIT_Bombay_logo.png
ROLL5013523,STU209547,EAC591615ED44429,NIT,NIT Raipur,https://www.nitrr.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,16-02-2017,16-02-2017,2017,65.71,0,7,1,80,97,10.09,216.38,genuine,,images/ROLL5013523.jpg,metadata/ROLL5013523.json,logos/NIT_Raipur_logo.png
ROLL6480693,STU791919,EF14A36B5DC8447A,IIT,IIT Tirupati International,https://www.iittirupati.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,02-05-2025,02-05-2027,2014,,1,,1,81,55,27.54209102,518.72,tampered,inst_name_changed,images/ROLL6480693.jpg,metadata/ROLL6480693.json,logos/IIT_Tirupati_International_logo.png
ROLL8242121,STU886639,A18F82914B8F4171,IIIT,IIITDM Jabalpur,https://www.iiitdmjabalpur.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,14-03-2020,14-03-2022,2017,80.04,0,7,1,83,80,14.71,180.98,genuine,,images/ROLL8242121.jpg,metadata/ROLL8242121.json,logos/IIITDM_Jabalpur_logo.png
ROLL3972157,STU140406,89997ED0010741C0,IIIT,IIIT Bangalore International,https://www.iiitbangalore.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,26-12-2014,24-06-2015,2019,,1,,0,83,58,9.466526067,370.84,tampered,inst_name_changed,images/ROLL3972157.jpg,metadata/ROLL3972157.json,logos/IIIT_Bangalore_International_logo.png
ROLL2003892,STU996632,96782CF92828427B,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,03-10-2020,02-11-2020,2010,79.95,0,5,0,84,98,8.96,675.32,genuine,,images/ROLL2003892.jpg,metadata/ROLL2003892.json,logos/IIIT_Hyderabad_logo.png
ROLL3499699,STU898476,C29F4765B4D54FB8,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,09-08-2024,08-09-2024,2024,77.8,0,4,1,81,85,3.28,809.15,genuine,,images/ROLL3499699.jpg,metadata/ROLL3499699.json,logos/IIT_Gandhinagar_logo.png
ROLL5979200,STU583233,D95A8A844B2E441B,NIT,NIT Raipur,https://www.nitrr.ac.in/,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,05-04-2014,04-04-2016,2020,81.78,0,5,0,81,91,12.23,183.74,genuine,,images/ROLL5979200.jpg,metadata/ROLL5979200.json,logos/NIT_Raipur_logo.png
ROLL3492178,STU902544,A80D262FAED14440,NIT,NIT Silchar,https://www.nitsilchar.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,17-08-2015,16-09-2015,2012,,1,,0,81,97,5.07,862.92,genuine,,images/ROLL3492178.jpg,metadata/ROLL3492178.json,logos/NIT_Silchar_logo.png
ROLL4985381,STU227852,4788A71F5CEB4E2B,IIT,IIT Guwahati,https://www.iitg.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,17-04-2021,17-04-2021,2019,60.86,0,12,1,87,93,9.91,305.28,genuine,,images/ROLL4985381.jpg,metadata/ROLL4985381.json,logos/IIT_Guwahati_logo.png
ROLL9423810,STU573079,984DEA7D2B574118,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,13-07-2022,12-08-2022,2016,54.97,0,8,1,93,91,8.62,396.42,genuine,,images/ROLL9423810.jpg,metadata/ROLL9423810.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL4890956,STU626106,1E92B95EC8AA4A27,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,Recognized by Ministry of Education,Degree,B.Tech Electronics,04-08-2022,04-08-2022,2019,74.21,0,12,1,90,87,13.28,557.13,genuine,,images/ROLL4890956.jpg,metadata/ROLL4890956.json,logos/IIT_Gandhinagar_logo.png
ROLL7039767,STU321024,F8A85A4CF32F4804,GFTI,BIT Mesra,https://www.bitmesra.edu.in,Accredited by AICTE,Degree,MBA,01-04-2010,01-04-2010,2020,52.23,0,7,1,83,83,18.03,828.86,genuine,,images/ROLL7039767.jpg,metadata/ROLL7039767.json,logos/BIT_Mesra_logo.png
ROLL8074017,STU391495,B964BBECD2B94030,NIT,NIT Rourkela,https://www.nitrkl.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,23-12-2023,22-12-2025,2019,,1,,0,92,85,3.52,192.19,genuine,,images/ROLL8074017.jpg,metadata/ROLL8074017.json,logos/NIT_Rourkela_logo.png
ROLL9099341,STU822705,0EF9E7C7A95A4AC0,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,15-05-2012,15-05-2013,2010,,1,,1,98,81,19.99,284.26,genuine,,images/ROLL9099341.jpg,metadata/ROLL9099341.json,logos/IIIT_Guwahati_logo.png
ROLL8594147,STU899540,6ED8403AE29E49F4,IIT,IIT Roorkee,https://www.iitr.ac.in/,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,27-02-2012,26-02-2013,2025,,1,,1,95,81,3.19,547.76,genuine,,images/ROLL8594147.jpg,metadata/ROLL8594147.json,logos/IIT_Roorkee_logo.png
ROLL1626405,STU535052,FB821053D5764134,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Institutes of National Importance (Act of Parliament),Degree,MBA,21-03-2016,17-09-2016,2016,57.92,0,8,1,90,91,8.52,826.65,genuine,,images/ROLL1626405.jpg,metadata/ROLL1626405.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL1296943,STU303957,C8152ED4C0E1418D,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,Accredited by AICTE,Certificate,Online Course: Deep Learning Specialization,30-07-2022,30-07-2022,2010,,1,,0,95,81,4.18,630.58,genuine,,images/ROLL1296943.jpg,metadata/ROLL1296943.json,logos/CET_Bhubaneswar_logo.png
ROLL3511603,STU819375,8F2185BC6565443A,IIT,IIT Patna,https://www.iitpatna.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,10-11-2013,09-05-2014,2024,85.53,0,3,0,88,93,6.85,897.83,genuine,,images/ROLL3511603.jpg,metadata/ROLL3511603.json,logos/IIT_Patna_logo.png
ROLL8105092,STU152787,A8601FE175CB42B3,NIT,NIT Jamshedpur,https://www.nitjamshedpur.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,17-05-2018,17-05-2019,2018,,1,,0,96,80,19.4,476.51,genuine,,images/ROLL8105092.jpg,metadata/ROLL8105092.json,logos/NIT_Jamshedpur_logo.png
ROLL1981921,STU662297,9E4C1051A55B4551,NIT,NIT Srinagar,https://www.nitsrinagar.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Computer Science,27-10-2023,27-10-2023,2018,89.58,0,9,1,84,97,28.69443383,903.8230085,tampered,marks_changed,images/ROLL1981921.jpg,metadata/ROLL1981921.json,logos/NIT_Srinagar_logo.png
ROLL2856289,STU865719,1A96B975FF8C44B3,IIT,IIT Bombay,https://www.iitbombay.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,31-08-2018,31-08-2018,2021,,1,,1,83,90,12.62,605.53,genuine,,images/ROLL2856289.jpg,metadata/ROLL2856289.json,logos/IIT_Bombay_logo.png
ROLL2975555,STU834643,9FF8FDA1BB534A15,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,31-07-2024,31-07-2024,2021,71.71,0,11,1,85,96,2.96,670.35,genuine,,images/ROLL2975555.jpg,metadata/ROLL2975555.json,logos/NIT_Allahabad_logo.png
ROLL7538699,STU502593,5F1E4F15FF4042AF,NIT,NIT Warangal,https://www.nitwarangal.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,26-03-2025,25-04-2025,2024,84.88,0,8,0,80,95,14.92,757.47,genuine,,images/ROLL7538699.jpg,metadata/ROLL7538699.json,logos/NIT_Warangal_logo.png
ROLL6020373,STU114474,0CC1ADA878C24F3D,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,10-09-2014,10-09-2014,2018,56.74,0,7,1,93,88,12.4,357.71,genuine,,images/ROLL6020373.jpg,metadata/ROLL6020373.json,logos/NIT_Surathkal_logo.png
ROLL8894458,STU356757,749DDD5D9A3B47FF,IIT,IIT Hyderabad,https://www.iith.ac.in/,Institutes of National Importance (Act of Parliament),Degree,B.Tech Computer Science,11-02-2023,11-02-2023,2023,69.49,0,7,1,87,95,4.83,624.32,genuine,,images/ROLL8894458.jpg,metadata/ROLL8894458.json,logos/IIT_Hyderabad_logo.png
ROLL5219964,STU230428,F7323275A55743D0,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,15-06-2023,14-06-2024,2024,68.54,0,6,1,81,96,17.22,897.66,genuine,,images/ROLL5219964.jpg,metadata/ROLL5219964.json,logos/NIT_Kurukshetra_logo.png
ROLL7363506,STU668269,7667A7C17E414779,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Accredited by AICTE,ShortCourse,Summer School: Embedded Systems,05-08-2019,04-09-2019,2011,83.64,0,2,0,92,85,13.48,318.66,genuine,,images/ROLL7363506.jpg,metadata/ROLL7363506.json,logos/BITS_Pilani_logo.png
ROLL3077964,STU803759,20ED35AE1B914A50,GFTI,MNNIT  Allahabad,https://www.mnnit.ac.in/,Accredited by AICTE,Certificate,Workshop: Data Science Bootcamp,13-10-2020,13-10-2020,2021,,1,,1,84,81,16.91,798.47,genuine,,images/ROLL3077964.jpg,metadata/ROLL3077964.json,logos/MNNIT_Allahabad_logo.png
ROLL8038910,STU108543,FB5FA56DDF5E49E2,IIT,IIT Jodhpur,https://www.iitjodhpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,02-07-2019,02-07-2019,2021,88.32,0,3,0,97,83,6.86,206.63,genuine,,images/ROLL8038910.jpg,metadata/ROLL8038910.json,logos/IIT_Jodhpur_logo.png
ROLL2196303,STU222855,0AB9A6B4B7D344B8,IIT,IIT Indore,https://www.iitindore.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,05-03-2021,05-03-2021,2012,,1,,1,87,93,13.29,386.64,genuine,,images/ROLL2196303.jpg,metadata/ROLL2196303.json,logos/IIT_Indore_logo.png
ROLL5047559,STU394170,6307A5A51C8543F8,IIT,IIT Mandi,https://www.iitmandi.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,26-05-2012,22-11-2012,2011,,1,,0,93,85,9.17,125.24,genuine,,images/ROLL5047559.jpg,metadata/ROLL5047559.json,logos/IIT_Mandi_logo.png
